id	pole_id	standatcode	corrected_standatcode	abundance	form
608	903-386	2333150060060	2333150060060	0.1	0
609	903-387	2333150060060	2333150060060	2	0
610	903-388	2333150060060	2333150060060	1	0
611	903-389	2333150060060	2333150060060	1	0
612	903-390	2333150060060	2333150060060	0.1	0
613	903-391	2333150060060	2333150060060	0.1	0
614	903-392	2333150060060	2333150060060	0.1	0
615	903-393	2333150060060	2333150060060	0.1	0
616	903-394	2333150060060	2333150060060	0.1	0
617	903-395	2333150060060	2333150060060	3	0
618	903-396	2333150060060	2333150060060	0.1	0
619	904-386	2333150060060	2333150060060	0.1	0
620	904-387	2333150060060	2333150060060	0.1	0
621	904-389	2333150060060	2333150060060	0.1	0
622	904-390	2333150060060	2333150060060	0.1	0
623	904-391	2333150060060	2333150060060	0.1	0
624	904-393	2333150060060	2333150060060	4	0
625	904-394	2333150060060	2333150060060	1	0
626	904-395	2333150060060	2333150060060	7	0
627	904-396	2333150060060	2333150060060	2	0
628	904-397	2333150060060	2333150060060	2	0
629	905-387	2333150060060	2333150060060	0.1	0
630	905-388	2333150060060	2333150060060	1	0
631	905-389	2333150060060	2333150060060	2	0
632	905-391	2333150060060	2333150060060	0.1	0
633	905-394	2333150060060	2333150060060	0.1	0
634	905-395	2333150060060	2333150060060	1	0
635	905-397	2333150060060	2333150060060	9	0
636	906-387	2333150060060	2333150060060	0.1	0
637	906-389	2333150060060	2333150060060	1	0
638	906-393	2333150060060	2333150060060	2	0
639	906-395	2333150060060	2333150060060	0.1	0
640	906-396	2333150060060	2333150060060	0.1	0
641	906-397	2333150060060	2333150060060	2	0
642	906-397	2333150060060	2333150060060	3	0
643	906-398	2333150060060	2333150060060	3	0
644	906-399	2333150060060	2333150060060	0.1	0
645	907-387	2333150060060	2333150060060	0.1	0
646	907-388	2333150060060	2333150060060	0.1	0
647	907-389	2333150060060	2333150060060	0.1	0
648	907-390	2333150060060	2333150060060	2	0
649	907-393	2333150060060	2333150060060	0.1	0
650	907-399	2333150060060	2333150060060	0.1	0
651	908-387	2333150060060	2333150060060	0.1	0
652	908-390	2333150060060	2333150060060	0.1	0
653	908-392	2333150060060	2333150060060	1	0
654	908-393	2333150060060	2333150060060	0.1	0
655	908-396	2333150060060	2333150060060	2	0
656	908-398	2333150060060	2333150060060	0.1	0
657	909-387	2333150060060	2333150060060	0.1	0
658	909-389	2333150060060	2333150060060	1	0
659	909-390	2333150060060	2333150060060	0.1	0
660	909-393	2333150060060	2333150060060	0.1	0
661	909-394	2333150060060	2333150060060	0.1	0
662	909-396	2333150060060	2333150060060	0.1	0
663	909-397	2333150060060	2333150060060	0.1	0
664	909-398	2333150060060	2333150060060	3	0
665	909-399	2333150060060	2333150060060	0.1	0
666	906-388	2333150060060	2333150060060	0.1	0
667	910-388	2333150060060	2333150060060	0.1	0
668	910-389	2333150060060	2333150060060	4	0
669	910-390	2333150060060	2333150060060	3	0
670	910-392	2333150060060	2333150060060	0.1	0
671	910-396	2333150060060	2333150060060	0.1	0
672	910-397	2333150060060	2333150060060	2	0
673	910-398	2333150060060	2333150060060	4	0
674	910-399	2333150060060	2333150060060	0.1	0
675	911-387	2333150060060	2333150060060	0.1	0
676	911-389	2333150060060	2333150060060	0.1	0
677	911-393	2333150060060	2333150060060	0.1	0
678	911-394	2333150060060	2333150060060	8	0
679	911-395	2333150060060	2333150060060	0.1	0
680	911-396	2333150060060	2333150060060	1	0
681	911-397	2333150060060	2333150060060	2	0
682	912-388	2333150060060	2333150060060	0.1	0
683	912-392	2333150060060	2333150060060	4	0
684	912-394	2333150060060	2333150060060	0.1	0
685	912-395	2333150060060	2333150060060	0.1	0
686	912-396	2333150060060	2333150060060	0.1	0
687	913-388	2333150060060	2333150060060	0.1	0
688	913-389	2333150060060	2333150060060	2	0
689	913-390	2333150060060	2333150060060	0.1	0
690	913-391	2333150060060	2333150060060	0.1	0
691	913-392	2333150060060	2333150060060	0.1	0
692	913-394	2333150060060	2333150060060	1	0
693	913-395	2333150060060	2333150060060	0.1	0
694	913-396	2333150060060	2333150060060	0.1	0
695	914-392	2333150060060	2333150060060	1	0
696	914-393	2333150060060	2333150060060	1	0
697	914-394	2333150060060	2333150060060	1	0
698	914-396	2333150060060	2333150060060	4	0
699	915-393	2333150060060	2333150060060	2	0
700	915-394	2333150060060	2333150060060	7	0
701	916-396	2333150060060	2333150060060	0.1	0
702	920-389	2333150060060	2333150060060	0.1	0
703	920-390	2333150060060	2333150060060	0.1	0
704	920-391	2333150060060	2333150060060	0.1	0
705	921-389	2333150060060	2333150060060	0.1	0
706	921-390	2333150060060	2333150060060	1	0
707	921-392	2333150060060	2333150060060	0.1	0
708	921-398	2333150060060	2333150060060	0.1	0
709	922-387	2333150060060	2333150060060	2	0
710	922-390	2333150060060	2333150060060	4	0
711	922-391	2333150060060	2333150060060	0.1	0
712	922-394	2333150060060	2333150060060	0.1	0
713	922-397	2333150060060	2333150060060	0.1	0
714	922-398	2333150060060	2333150060060	0.1	0
715	923-390	2333150060060	2333150060060	0.1	0
716	923-391	2333150060060	2333150060060	0.1	0
717	923-392	2333150060060	2333150060060	1	0
718	923-394	2333150060060	2333150060060	0.1	0
719	923-397	2333150060060	2333150060060	0.1	0
720	923-398	2333150060060	2333150060060	0.1	0
721	924-385	2333150060060	2333150060060	0.1	0
722	924-389	2333150060060	2333150060060	0.1	0
723	924-390	2333150060060	2333150060060	0.1	0
724	924-391	2333150060060	2333150060060	0.1	0
725	924-392	2333150060060	2333150060060	0.1	0
726	924-393	2333150060060	2333150060060	3	0
727	924-396	2333150060060	2333150060060	0.1	0
728	924-398	2333150060060	2333150060060	0.1	0
729	925-385	2333150060060	2333150060060	0.1	0
730	925-387	2333150060060	2333150060060	1	0
731	925-390	2333150060060	2333150060060	0.1	0
732	925-392	2333150060060	2333150060060	1	0
733	925-394	2333150060060	2333150060060	1	0
734	925-395	2333150060060	2333150060060	0.1	0
735	925-396	2333150060060	2333150060060	1	0
736	925-397	2333150060060	2333150060060	0.1	0
737	925-398	2333150060060	2333150060060	4	0
738	926-387	2333150060060	2333150060060	6	0
739	926-388	2333150060060	2333150060060	0.1	0
740	926-389	2333150060060	2333150060060	0.1	0
741	926-390	2333150060060	2333150060060	0.1	0
742	926-393	2333150060060	2333150060060	0.1	0
743	926-395	2333150060060	2333150060060	0.1	0
744	926-396	2333150060060	2333150060060	1	0
745	926-397	2333150060060	2333150060060	0.1	0
746	927-385	2333150060060	2333150060060	0.1	0
747	927-386	2333150060060	2333150060060	0.1	0
748	927-389	2333150060060	2333150060060	0.1	0
749	927-394	2333150060060	2333150060060	1	0
750	927-396	2333150060060	2333150060060	0.1	0
751	927-397	2333150060060	2333150060060	0.1	0
752	927-398	2333150060060	2333150060060	1	0
753	928-387	2333150060060	2333150060060	2	0
754	928-390	2333150060060	2333150060060	0.1	0
755	928-392	2333150060060	2333150060060	2	0
756	928-398	2333150060060	2333150060060	2	0
757	928-399	2333150060060	2333150060060	1	0
758	929-389	2333150060060	2333150060060	1	0
759	929-390	2333150060060	2333150060060	0.1	0
760	929-393	2333150060060	2333150060060	0.1	0
761	929-394	2333150060060	2333150060060	0.1	0
762	929-401	2333150060060	2333150060060	0.1	0
763	929-402	2333150060060	2333150060060	0.1	0
764	930-391	2333150060060	2333150060060	1	0
765	930-392	2333150060060	2333150060060	0.1	0
766	931-385	2333150060060	2333150060060	0.1	0
767	931-386	2333150060060	2333150060060	3	0
768	931-387	2333150060060	2333150060060	0.1	0
769	931-388	2333150060060	2333150060060	0.1	0
770	931-389	2333150060060	2333150060060	0.1	0
771	931-390	2333150060060	2333150060060	0.1	0
772	931-391	2333150060060	2333150060060	1	0
773	932-393	2333150060060	2333150060060	4	0
774	933-385	2333150060060	2333150060060	0.1	0
775	933-386	2333150060060	2333150060060	6	0
776	933-389	2333150060060	2333150060060	0.1	0
777	933-391	2333150060060	2333150060060	0.1	0
778	933-393	2333150060060	2333150060060	0.1	0
1129	902-391	2333150060210	2333150060210	0.1	0
1130	903-387	2333150060210	2333150060210	0.1	0
1131	903-388	2333150060210	2333150060210	0.1	0
1132	904-396	2333150060210	2333150060210	2	0
1133	907-389	2333150060210	2333150060210	2	0
1134	907-390	2333150060210	2333150060210	4	0
1135	907-397	2333150060210	2333150060210	0.1	0
1136	908-394	2333150060210	2333150060210	0.1	0
1137	909-387	2333150060210	2333150060210	0.1	0
1138	909-389	2333150060210	2333150060210	0.1	0
1139	909-391	2333150060210	2333150060210	0.1	0
1140	911-391	2333150060210	2333150060210	0.1	0
1141	912-389	2333150060210	2333150060210	0.1	0
1142	915-395	2333150060210	2333150060210	0.1	0
1143	920-391	2333150060210	2333150060210	0.1	0
1144	921-391	2333150060210	2333150060210	0.1	0
1145	924-388	2333150060210	2333150060210	0.1	0
1146	925-394	2333150060210	2333150060210	0.1	0
1147	926-386	2333150060210	2333150060210	1	0
1148	926-390	2333150060210	2333150060210	0.1	0
1149	928-385	2333150060210	2333150060210	0.1	0
1150	929-386	2333150060210	2333150060210	0.1	0
1151	929-389	2333150060210	2333150060210	2	0
1152	930-387	2333150060210	2333150060210	1	0
1153	931-386	2333150060210	2333150060210	2	0
1154	931-387	2333150060210	2333150060210	2	0
1328	901-391	2333150060360	2333150060360	0.1	0
1329	902-388	2333150060360	2333150060360	0.1	0
1330	902-394	2333150060360	2333150060360	0.1	0
1331	903-387	2333150060360	2333150060360	2	0
1332	903-388	2333150060360	2333150060360	0.1	0
1333	903-389	2333150060360	2333150060360	1	0
1334	903-390	2333150060360	2333150060360	0.1	0
1335	903-394	2333150060360	2333150060360	0.1	0
1336	903-395	2333150060360	2333150060360	4	0
1337	904-386	2333150060360	2333150060360	0.1	0
1338	904-388	2333150060360	2333150060360	4	0
1339	904-389	2333150060360	2333150060360	4	0
1340	904-392	2333150060360	2333150060360	0.1	0
1341	904-393	2333150060360	2333150060360	10	0
1342	904-394	2333150060360	2333150060360	3	0
1343	904-395	2333150060360	2333150060360	0.1	0
1344	904-396	2333150060360	2333150060360	5	0
1345	904-397	2333150060360	2333150060360	7	0
1346	905-387	2333150060360	2333150060360	0.1	0
1347	905-389	2333150060360	2333150060360	0.1	0
1348	905-393	2333150060360	2333150060360	0.1	0
1349	905-394	2333150060360	2333150060360	0.1	0
1350	905-397	2333150060360	2333150060360	0.1	0
1351	906-389	2333150060360	2333150060360	7	0
1352	906-390	2333150060360	2333150060360	3	0
1353	906-397	2333150060360	2333150060360	1	0
1354	906-398	2333150060360	2333150060360	1	0
1355	906-399	2333150060360	2333150060360	0.1	0
1356	907-390	2333150060360	2333150060360	5	0
1357	907-392	2333150060360	2333150060360	2	0
1358	907-393	2333150060360	2333150060360	4	0
1359	907-397	2333150060360	2333150060360	3	0
1360	908-392	2333150060360	2333150060360	7	0
1361	908-393	2333150060360	2333150060360	0.1	0
1362	908-394	2333150060360	2333150060360	0.1	0
1363	908-395	2333150060360	2333150060360	0.1	0
1364	908-396	2333150060360	2333150060360	1	0
1365	908-397	2333150060360	2333150060360	0.1	0
1366	909-390	2333150060360	2333150060360	0.1	0
1367	909-395	2333150060360	2333150060360	0.1	0
1368	906-388	2333150060360	2333150060360	0.1	0
1369	910-390	2333150060360	2333150060360	4	0
1370	910-391	2333150060360	2333150060360	1	0
1371	910-392	2333150060360	2333150060360	0.1	0
1372	911-387	2333150060360	2333150060360	0.1	0
1373	911-389	2333150060360	2333150060360	5	0
1374	911-390	2333150060360	2333150060360	11	0
1375	911-391	2333150060360	2333150060360	0.1	0
1376	911-397	2333150060360	2333150060360	0.1	0
1377	912-388	2333150060360	2333150060360	4	0
1378	912-392	2333150060360	2333150060360	0.1	0
1379	913-393	2333150060360	2333150060360	3	0
1380	913-395	2333150060360	2333150060360	5	0
1381	914-395	2333150060360	2333150060360	3	0
1382	914-396	2333150060360	2333150060360	0.1	0
1383	915-393	2333150060360	2333150060360	2	0
1384	921-390	2333150060360	2333150060360	0.1	0
1385	921-392	2333150060360	2333150060360	0.1	0
1386	922-387	2333150060360	2333150060360	1	0
1387	922-394	2333150060360	2333150060360	0.1	0
1388	923-391	2333150060360	2333150060360	2	0
1389	923-392	2333150060360	2333150060360	0.1	0
1390	923-393	2333150060360	2333150060360	0.1	0
1391	924-385	2333150060360	2333150060360	0.1	0
1392	924-386	2333150060360	2333150060360	0.1	0
1393	924-388	2333150060360	2333150060360	0.1	0
1394	924-389	2333150060360	2333150060360	1	0
1395	924-393	2333150060360	2333150060360	0.1	0
1396	925-386	2333150060360	2333150060360	0.1	0
1397	925-387	2333150060360	2333150060360	0.1	0
1398	925-394	2333150060360	2333150060360	6	0
1399	925-395	2333150060360	2333150060360	3	0
1400	925-396	2333150060360	2333150060360	8	0
1401	925-397	2333150060360	2333150060360	0.1	0
1402	926-385	2333150060360	2333150060360	1	0
1403	926-386	2333150060360	2333150060360	0.1	0
1404	926-390	2333150060360	2333150060360	0.1	0
1405	926-391	2333150060360	2333150060360	0.1	0
1406	926-392	2333150060360	2333150060360	1	0
1407	926-396	2333150060360	2333150060360	0.1	0
1408	927-385	2333150060360	2333150060360	0.1	0
1409	927-387	2333150060360	2333150060360	1	0
1410	927-389	2333150060360	2333150060360	0.1	0
1411	927-392	2333150060360	2333150060360	0.1	0
1412	927-394	2333150060360	2333150060360	6	0
1413	927-396	2333150060360	2333150060360	0.1	0
1414	927-397	2333150060360	2333150060360	0.1	0
1415	927-398	2333150060360	2333150060360	12	0
1416	928-384	2333150060360	2333150060360	0.1	0
1417	928-390	2333150060360	2333150060360	1	0
1418	928-392	2333150060360	2333150060360	1	0
1419	928-398	2333150060360	2333150060360	2	0
1420	928-399	2333150060360	2333150060360	0.1	0
1421	929-387	2333150060360	2333150060360	0.1	0
1422	929-388	2333150060360	2333150060360	0.1	0
1423	929-389	2333150060360	2333150060360	4	0
1424	929-390	2333150060360	2333150060360	0.1	0
1425	929-391	2333150060360	2333150060360	0.1	0
1426	929-392	2333150060360	2333150060360	0.1	0
1427	929-401	2333150060360	2333150060360	0.1	0
1428	930-385	2333150060360	2333150060360	0.1	0
1429	930-387	2333150060360	2333150060360	9	0
1430	930-388	2333150060360	2333150060360	0.1	0
1431	930-390	2333150060360	2333150060360	0.1	0
1432	930-391	2333150060360	2333150060360	1	0
1433	930-392	2333150060360	2333150060360	1	0
1434	931-386	2333150060360	2333150060360	0.1	0
1435	931-388	2333150060360	2333150060360	0.1	0
1436	931-391	2333150060360	2333150060360	0.1	0
1437	931-392	2333150060360	2333150060360	0.1	0
1438	931-393	2333150060360	2333150060360	0.1	0
1439	932-387	2333150060360	2333150060360	0.1	0
1440	932-392	2333150060360	2333150060360	0.1	0
1441	933-384	2333150060360	2333150060360	10	0
1442	933-385	2333150060360	2333150060360	2	0
1443	933-386	2333150060360	2333150060360	0.1	0
1444	933-393	2333150060360	2333150060360	0.1	0
1680	910-393	2401250030090	2401250030090	0.1	0
1769	905-398	2401250030240	2401250030240	0.1	0
1770	906-389	2401250030240	2401250030240	1	0
1771	907-392	2401250030240	2401250030240	0.1	0
1772	908-392	2401250030240	2401250030240	0.1	0
1773	910-390	2401250030240	2401250030240	1	0
1774	911-389	2401250030240	2401250030240	0.1	0
1775	911-390	2401250030240	2401250030240	1	0
1776	913-395	2401250030240	2401250030240	3	0
1777	914-390	2401250030240	2401250030240	2	0
1778	923-391	2401250030240	2401250030240	1	0
1779	924-394	2401250030240	2401250030240	0.1	0
1780	926-386	2401250030240	2401250030240	1	0
1781	928-392	2401250030240	2401250030240	1	0
1782	928-400	2401250030240	2401250030240	0.1	0
1803	904-388	2401250120030	2401250120030	1	0
1804	904-389	2401250120030	2401250120030	0.1	0
1805	905-393	2401250120030	2401250120030	0.1	0
1806	907-392	2401250120030	2401250120030	4	0
1807	925-395	2401250120030	2401250120030	0.1	0
1808	926-386	2401250120030	2401250120030	1	0
1841	907-391	2401250120210	2401250120210	0.1	0
1842	907-393	2401250120210	2401250120210	0.1	0
1843	914-390	2401250120210	2401250120210	1	0
1844	930-387	2401250120210	2401250120210	0.1	0
1845	931-386	2401250120210	2401250120210	0.1	0
1977	920-388	2410400030000	2410400030000	0.1	0
2020	929-389	2410400030270	2410400030270	0.1	0
2081	925-391	2410650030000	2410650030000	0.1	0
2108	925-387	2410650030060	2410650030060	0.1	0
2138	933-392	2410650030120	2410650030120	0.1	0
2166	910-388	2410650060060	2410650060060	0.1	0
2167	910-389	2410650060060	2410650060060	0.1	0
2168	925-387	2410650060060	2410650060060	0.1	0
2169	927-388	2410650060060	2410650060060	0.1	0
2170	931-389	2410650060060	2410650060060	0.1	0
2213	906-398	2410650060150	2410650060150	0.1	0
2221	901-388	2410700060030	2410700060030	1	0
2222	901-391	2410700060030	2410700060030	0.1	0
2223	903-397	2410700060030	2410700060030	0.1	0
2224	906-386	2410700060030	2410700060030	0.1	0
2225	910-388	2410700060030	2410700060030	0.1	0
2226	911-387	2410700060030	2410700060030	0.1	0
2227	912-396	2410700060030	2410700060030	0.1	0
2228	920-389	2410700060030	2410700060030	0.1	0
2229	920-391	2410700060030	2410700060030	1	0
2230	921-392	2410700060030	2410700060030	1	0
2231	922-389	2410700060030	2410700060030	0.1	0
2232	922-391	2410700060030	2410700060030	0.1	0
2233	923-398	2410700060030	2410700060030	0.1	0
2234	925-396	2410700060030	2410700060030	0.1	0
2283	901-388	2410750030030	2410750030030	0.1	0
2284	901-389	2410750030030	2410750030030	2	0
2285	901-390	2410750030030	2410750030030	1	0
2286	901-390	2410750030030	2410750030030	0.1	seedling
2287	901-391	2410750030030	2410750030030	1	0
2288	901-393	2410750030030	2410750030030	0.1	0
2289	901-394	2410750030030	2410750030030	0.1	0
2290	902-388	2410750030030	2410750030030	0.1	0
2291	902-389	2410750030030	2410750030030	0.1	0
2292	902-390	2410750030030	2410750030030	1	0
2293	902-391	2410750030030	2410750030030	0.1	0
2294	902-392	2410750030030	2410750030030	2	0
2295	902-393	2410750030030	2410750030030	0.1	0
2296	902-395	2410750030030	2410750030030	11	0
2297	903-390	2410750030030	2410750030030	1	0
2298	903-392	2410750030030	2410750030030	0.1	0
2299	903-393	2410750030030	2410750030030	0.1	0
2300	903-394	2410750030030	2410750030030	2	0
2301	903-394	2410750030030	2410750030030	0.1	seedling
2302	903-397	2410750030030	2410750030030	0.1	0
2303	904-385	2410750030030	2410750030030	0.1	0
2304	904-386	2410750030030	2410750030030	1	0
2305	904-389	2410750030030	2410750030030	0.1	0
2306	904-390	2410750030030	2410750030030	0.1	0
2307	904-393	2410750030030	2410750030030	0.1	0
2308	905-385	2410750030030	2410750030030	1	0
2309	905-386	2410750030030	2410750030030	0.1	0
2310	905-387	2410750030030	2410750030030	3	0
2311	905-388	2410750030030	2410750030030	0.1	0
2312	905-389	2410750030030	2410750030030	0.1	0
2313	905-391	2410750030030	2410750030030	1	0
2314	905-392	2410750030030	2410750030030	0.1	0
2315	905-393	2410750030030	2410750030030	0.1	0
2316	905-394	2410750030030	2410750030030	0.1	0
2317	905-395	2410750030030	2410750030030	0.1	0
2318	905-398	2410750030030	2410750030030	0.1	0
2319	906-385	2410750030030	2410750030030	0.1	0
2320	906-386	2410750030030	2410750030030	0.1	0
2321	906-387	2410750030030	2410750030030	0.1	0
2322	906-389	2410750030030	2410750030030	0.1	0
2323	906-390	2410750030030	2410750030030	0.1	0
2324	906-391	2410750030030	2410750030030	0.1	0
